ID,Year,Risk,LCS,Net Profit,Total Assets,Total Liabilites,Age,Sales,BookV,MarketV
JKSW,2012,0.04152,3,-16452350718.00,278718823565.00,677941498373.00,1974,86197771507.00,-399222674808.00,13200000000.00
JPRS,2012,0.03203,4,9610155243.00,398606524648.00,51097519438.00,1973,461125284696.00,347509005210.00,247500000000.00
LION,2012,0.03650,3,85373721654.00,433497042140.00,61667655113.00,1972,333921950207.00,371829387027.00,54096640000.00
LMSH,2012,0.22101,5,41282515026.00,128547715366.00,31022520184.00,1982,223079062667.00,97525195182.00,10080000000.00
PICO,2012,0.00190,4,11137571657.00,594616098268.00,395503093290.00,1983,593266859163.00,199113004978.00,147777500000.00
BUDI,2012,0.01439,2,5084000000.00,2299672000000.00,1445537000000.00,1979,2295369000000.00,854135000000.00,467285699268.00
DPNS,2012,0.07992,3,20608530035.00,184636344559.00,28939822487.00,1982,146690966909.00,155696522072.00,127485031520.00
EKAD,2012,0.01108,3,36197747370.00,273893467429.00,81915660390.00,1981,385037050333.00,191977807039.00,244571250000.00
ETWA,2012,0.03895,2,38559793625.00,960956808384.00,523207574539.00,1992,1002231896868.00,437749233845.00,300172070000.00
INCI,2012,0.10359,2,4443840864.00,132278839079.00,16518960939.00,1981,64628362916.00,115759878140.00,44353711220.00
SRSN,2012,0.01988,1,16956040000.00,402108960000.00,132904817000.00,1982,384145388000.00,269204143000.00,301000000000.00
AKKU,2012,0.31855,1,-2685529382.00,10582842395.00,6675164651.00,2001,1602611454.00,3907677745.00,37720000000.00
AKPI,2012,0.01500,3,31115755000.00,1714834430000.00,871567714000.00,1980,1509185293000.00,843266716000.00,544000000000.00
APLI,2012,0.03070,1,4203700813.00,333867300446.00,115231507057.00,1992,343677756488.00,218635793389.00,129000000000.00
BRNA,2012,0.00387,3,54496290000.00,770383930000.00,468553998000.00,1969,836986463000.00,301829932000.00,483000000000.00
IGAR,2012,0.03328,3,44507701367.00,312342760278.00,70313908037.00,1975,556445856927.00,242028852241.00,393750000000.00
SIAP,2012,0.00439,2,3389850176.00,184367259026.00,78573961101.00,1994,216731097634.00,105793297925.00,48600000000.00
CPIN,2012,0.06133,2,2680872000000.00,12348627000000.00,4172163000000.00,1972,21310925000000.00,8176464000000.00,59852700000000.00
JPFA,2012,0.02897,1,1064577000000.00,10961464000000.00,6198137000000.00,1971,17832702000000.00,4763327000000.00,2622488635860.00
MAIN,2012,0.01599,2,302421030000.00,1799881575000.00,1118011031000.00,1997,3349566738000.00,681870544000.00,4025625000000.00
SIPD,2012,0.01347,1,15061473532.00,3298213574771.00,2021380807617.00,1985,4354469720627.00,1276742767154.00,4695554246500.00
TIRT,2012,0.00537,2,-5469746567.00,514308968131.00,568610096052.00,1981,318812946855.00,132040154379.00,70824232500.00
FASW,2012,0.03115,3,5292462870.00,5578334207456.00,3771344290709.00,1987,3987782936544.00,1806989916747.00,6318616406850.00
KBRI,2012,0.36576,4,36542090733.00,740753171392.00,29296076634.00,1978,44640183225.00,711457094758.00,434399762100.00
KDSI,2012,0.01764,3,36837060793.00,570564051755.00,254557936376.00,1973,1301332627213.00,316006115379.00,200475000000.00
SPMA,2012,0.00207,2,39893050885.00,1664353264549.00,884860701242.00,1976,1274793105314.00,779492563307.00,432693530820.00
KRAH,2012,0.03347,1,14665962550.00,228798526560.00,192647366745.00,1990,243801725779.00,36151159815.00,0.00
ASII,2012,0.00662,3,22742000000000.00,182274000000000.00,92640000000000.00,1957,188053000000000.00,89814000000000.00,307675003864000.00
AUTO,2012,0.03847,2,1135914000000.00,8881642000000.00,3396543000000.00,1991,8277485000000.00,5485099000000.00,13680330147200.00
GJTL,2012,0.01489,3,1132247000000.00,12869793000000.00,7391409000000.00,1951,12578596000000.00,5478384000000.00,7753680000000.00
IMAS,2012,0.01267,1,899090885530.00,17577664024361.00,11869218951856.00,1997,19780838058900.00,5708445072505.00,14655975583600.00
INDS,2012,0.01257,3,134068283255.00,1664779358215.00,528206496386.00,1978,1476987701603.00,1136572861829.00,1236060000000.00
LPIN,2012,0.01337,5,16599848712.00,172268827993.00,37413214492.00,1982,68736656643.00,134855613501.00,218875000000.00
HDTX,2012,0.00887,2,3102049511.00,1362546557862.00,726954645506.00,1973,861614216195.00,635591912356.00,1455942450000.00
MYTX,2012,0.00836,1,-126172495055.00,1803323308102.00,1864250275649.00,1987,1519059182281.00,-60926967547.00,549999966375.00
RICY,2012,0.00126,2,16978453067.00,842498674322.00,475541284698.00,1987,749972702550.00,366957389624.00,111658846740.00
SSTM,2012,0.02061,3,-14137186803.00,810275583968.00,525337311071.00,1972,554471435919.00,284938272897.00,156901830254.00
STAR,2012,0.00317,1,920838273.00,751720620157.00,262465727182.00,2008,204735375950.00,489254892975.00,240000000000.00
TRIS,2012,0.00000,2,44393034558.00,366248271960.00,0.00,2004,558886515975.00,0.00,0.00
UNIT,2012,0.00438,2,352726678.00,300479731826.00,139475335813.00,1988,88465983753.00,240425406576.00,26020659000.00
BATA,2012,0.00835,3,69343398000.00,574107994000.00,186619508000.00,1931,751449338000.00,387488486000.00,7800000000.00
BIMA,2012,0.04530,3,2623173812.00,100100820531.00,287919026432.00,1988,243531037253.00,-187818205901.00,77400000000.00
AISA,2012,0.01456,3,253664000000.00,3867576000000.00,1834123000000.00,1990,2747623000000.00,2033453000000.00,3156408000000.00
ALTO,2012,0.00000,2,16305675308.00,891412775646.00,0.00,1997,498116221735.00,0.00,0.00
CEKA,2012,0.04256,2,58344237476.00,1027692718504.00,564289732196.00,1968,1123519657631.00,463402986308.00,193375000000.00
DLTA,2012,0.04675,3,213421077000.00,745306835000.00,147095322000.00,1970,719951793000.00,598211513000.00,4083361155000.00
ICBP,2012,0.00459,3,2282371000000.00,17819884000000.00,5835523000000.00,2009,21716913000000.00,11984361000000.00,45481441200000.00
INDF,2012,0.00558,3,4779446000000.00,59324207000000.00,25181533000000.00,1990,50059427000000.00,34142674000000.00,51365495025000.00
MLBI,2012,0.01404,3,453405000000.00,1152048000000.00,822195000000.00,1929,1566984000000.00,329853000000.00,155918000000000.00
MYOR,2012,0.01843,2,744428404309.00,8302506241903.00,5771077430823.00,1977,10510625669832.00,3938760819650.00,13141549512000.00
PSDN,2012,0.00330,2,25623404271.00,682611125989.00,273033834160.00,1974,1305116747447.00,409577291829.00,295200000000.00
ROTI,2012,0.04108,2,149149548025.00,1204944681223.00,538337083673.00,1995,855942273104.00,666607597550.00,1397056800000.00
SKBM,2012,0.00000,2,12703059881.00,288961557631.00,0.00,1973,753709821608.00,0.00,0.00
SKLT,2012,0.00382,3,7962693771.00,249746467756.00,120263906808.00,1976,401724215506.00,129482560948.00,124333290000.00
STTP,2012,0.01027,2,74626183474.00,1249840835890.00,670149495580.00,1987,1283736251902.00,576691340310.00,1375500000000.00
ULTJ,2012,0.05557,3,353431619485.00,2420793382029.00,744274268607.00,1971,2809851307439.00,1676519113422.00,3841548060000.00
GGRM,2012,0.01938,2,4068711000000.00,41509325000000.00,14903612000000.00,1971,49028696000000.00,26605713000000.00,108326154400000.00
HMSP,2012,0.05233,3,9945296000000.00,26247527000000.00,12939107000000.00,1963,66626123000000.00,13308420000000.00,260639478000000.00
RMBA,2012,0.05377,1,-323351000000.00,6935601000000.00,5011668000000.00,1987,9850010000000.00,1923933000000.00,4199202900000.00
WIIM,2012,0.00000,3,77301783553.00,1207251193900.00,0.00,1994,1119062225729.00,0.00,0.00
DVLA,2012,0.00474,3,148909089000.00,1074691476000.00,233144997000.00,1976,1087379869000.00,841546479000.00,1892800000000.00
INAF,2012,0.01006,1,42385114982.00,1188618790410.00,538516613421.00,1996,1156050256720.00,650102176989.00,1022758275000.00
KAEF,2012,0.00810,3,205763997378.00,2076347580785.00,634813891119.00,1971,3734241101309.00,1441533689666.00,4109960000000.00
KLBF,2012,0.00294,3,1775098847932.00,9417957180958.00,2046313566061.00,1966,13636405178957.00,7371643614897.00,53826876436600.00
MERK,2012,0.10371,3,107808155000.00,569430951000.00,152689086000.00,1970,929876824000.00,416741865000.00,3404800000000.00
PYFA,2012,0.00238,1,5308221363.00,135849510061.00,48144037183.00,1976,176730979672.00,87705472878.00,94709160000.00
SIDO,2012,0.00000,3,387538000000.00,0.00,0.00,1975,2391667000000.00,0.00,0.00
TSPC,2012,0.00088,3,635176093653.00,4632984970719.00,1279828890909.00,1970,6630809553343.00,3353156079810.00,16762500000000.00
ADES,2012,0.07235,3,83376000000.00,389094000000.00,179972000000.00,1985,476638000000.00,209122000000.00,1132601856000.00
MBTO,2012,0.01953,5,45523078819.00,609494013942.00,174931100594.00,1977,717788399047.00,434562913348.00,406600000000.00
MRAT,2012,0.00218,3,30751407882.00,455472778210.00,69586067037.00,1978,458197338824.00,385886711713.00,209720000000.00
TCID,2012,0.00327,3,150373851969.00,1261572952461.00,164751376547.00,1969,1851152825559.00,1096821575914.00,2211733337000.00
UNVR,2012,0.00727,3,4839145000000.00,11984979000000.00,8016614000000.00,1933,27303248000000.00,3968365000000.00,159085500000000.00
KICI,2012,0.01700,2,2259475494.00,94955970131.00,28398892246.00,1974,94787254405.00,66557077885.00,37260000000.00
LMPI,2012,0.00256,1,2340674019.00,815153025335.00,405692420520.00,1972,598259974490.00,409460604815.00,257172005595.00
INTP,2011,0.00605,3,3601516000000.00,18151331000000.00,2417380000000.00,1985,13887892000000.00,15733951000000.00,62765000467950.00
SMBR,2011,0.00000,3,251638004000.00,983055629000.00,0.00,1974,1050277051000.00,0.00,0.00
SMCB,2011,0.02209,3,1063560000000.00,10950501000000.00,3423241000000.00,1971,7523964000000.00,7527260000000.00,16666807500000.00
SMGR,2011,0.02796,3,3955272512000.00,19661602767000.00,5046505788000.00,1953,16378793758000.00,14615096979000.00,67915904000000.00
WTON,2011,0.00000,2,144422906815.00,1838842711607.00,0.00,1997,1635086530232.00,0.00,0.00
AMFG,2011,0.05717,3,336995000000.00,2690595000000.00,545395000000.00,1971,2596271000000.00,2145200000000.00,2842700000000.00
ARNA,2011,0.01918,3,95949405045.00,831507593676.00,348334308520.00,1993,922684829411.00,483173285156.00,167017554704.00
IKAI,2011,0.02337,4,-50623037636.00,548789990320.00,259914352655.00,1991,210970407747.00,288875637665.00,112376497612.00
KIAS,2011,0.01569,2,-20240243616.00,2049632940571.00,96660850880.00,1968,650546996469.00,1069983989288.00,665575000000.00
MLIA,2011,0.23752,3,-38125043000.00,6119185665000.00,4377279233000.00,1986,3883572416000.00,872575894000.00,588735000000.00
TOTO,2011,0.00959,3,218124016284.00,1339570029820.00,579028772664.00,1977,1341926755400.00,760541257156.00,123493248000.00
ALKA,2011,0.01415,3,9969564000.00,258483778000.00,209923344000.00,1972,873024320000.00,48560434000.00,55843156050.00
ALMI,2011,0.00646,3,32374760744.00,1791523164727.00,1274907058776.00,1978,3609867387594.00,516616105951.00,140140000000.00
BAJA,2011,0.01051,3,16618511000.00,673612869119.00,0.00,1993,900354986492.00,0.00,0.00
BTON,2011,0.03417,5,19146696476.00,118715558433.00,26590615175.00,1995,153646138180.00,92124943258.00,60300000000.00
GDST,2011,0.16723,5,99674949180.00,977462676010.00,232090004125.00,1989,2093544754762.00,745372671885.00,1057800000000.00
INAI,2011,0.04170,2,26356889656.00,544282443363.00,438219669509.00,1971,555886728181.00,106062773854.00,42768000000.00
ISSP,2011,0.00000,2,0.00,0.00,0.00,1971,0.00,0.00,0.00
JKSW,2011,0.01905,3,-2552823221.00,287131908141.00,669902232231.00,1974,142107087508.00,-382770324090.00,13950000000.00
JPRS,2011,0.04253,4,37686233394.00,437848660950.00,100029456981.00,1973,641375013671.00,337819203969.00,363750000000.00
LION,2011,0.01059,3,52535147701.00,365815749593.00,63755284220.00,1972,268414285432.00,302060465373.00,27308400000.00
LMSH,2011,0.27449,5,52535147701.00,98019132648.00,40816452492.00,1982,268414285432.00,57202680156.00,4800000000.00
PICO,2011,0.00110,4,12630196709.00,561840337025.00,373926044212.00,1983,621244560518.00,187914292813.00,109696375000.00
BUDI,2011,0.03767,2,62965000000.00,2123285000000.00,1312254000000.00,1979,2503984000000.00,811031000000.00,908008158960.00
DPNS,2011,0.06324,3,-6641710478.00,172322620690.00,41153432429.00,1982,121168473285.00,131169188261.00,235102265920.00
EKAD,2011,0.01009,3,26148879995.00,237592308314.00,89946780063.00,1981,328459768003.00,147645528251.00,195657000000.00
ETWA,2011,0.04908,1,72961045199.00,620709452075.00,244753971248.00,1992,904236103280.00,375955480827.00,416367710000.00
INCI,2011,0.05270,4,-17169761427.00,125184677577.00,13868640301.00,1981,50278008437.00,111316037276.00,38017466760.00
SRSN,2011,0.02144,5,23987816000.00,361182183000.00,108941955000.00,1982,387354222000.00,252240228000.00,325080000000.00
AKKU,2011,0.33842,4,-8893325227.00,11767293414.00,5832610570.00,2001,2568047363.00,5934682844.00,35650000000.00
AKPI,2011,0.01246,3,52852629000.00,1523749531000.00,783584965000.00,1980,1505559487000.00,740164566000.00,693600000000.00
APLI,2011,0.02537,3,16386357704.00,334702457870.00,118856332621.00,1992,308433994818.00,215846125249.00,112500000000.00
BRNA,2011,0.01499,3,43796464000.00,643963801000.00,389458125000.00,1969,679335305000.00,254506676000.00,244260000000.00
IGAR,2011,0.04130,3,55322166080.00,355579996944.00,64993639171.00,1975,512774178073.00,290596357773.00,498750000000.00
SIAP,2011,0.00357,1,3260117339.00,163233383441.00,60829935692.00,1994,208051918546.00,102403447749.00,39600000000.00
CPIN,2011,0.03605,3,2362497000000.00,8848204000000.00,2658734000000.00,1972,17957972000000.00,6189470000000.00,35255700000000.00
JPFA,2011,0.03155,1,671474000000.00,8266417000000.00,4481070000000.00,1971,15633068000000.00,3785347000000.00,1631060005230.00
MAIN,2011,0.05132,2,204966319000.00,1327801184000.00,905976670000.00,1997,2634460563000.00,421824514000.00,1661100000000.00
SIPD,2011,0.01061,2,23452266464.00,2641602932160.00,1370530530045.00,1985,4029131023628.00,1271072402115.00,4695554246500.00
TIRT,2011,0.02260,3,-10707516402.00,503093756412.00,553422620268.00,1981,231089215244.00,137509900946.00,64753584000.00
FASW,2011,0.02523,3,132338923785.00,4936093736569.00,3134396282692.00,1987,4123728086965.00,1801697453877.00,10840763443125.00
KBRI,2011,0.35556,4,-19419434022.00,744581030849.00,69649144730.00,1978,25340583227.00,674931886119.00,434399747100.00
KDSI,2011,0.01057,3,23628732460.00,587566985478.00,308397930892.00,1973,1180506128191.00,279169054586.00,99225000000.00
SPMA,2011,0.00126,3,33075990067.00,1551777407073.00,800315824231.00,1976,1189507920704.00,751461582842.00,358091197920.00
KRAH,2011,0.00758,1,1538828694.00,206042674367.00,189757477102.00,1990,128540485233.00,16285197265.00,0.00
ASII,2011,0.06981,2,21077000000000.00,153521000000000.00,77683000000000.00,1957,162564000000000.00,75838000000000.00,29957829323600.00
AUTO,2011,0.02481,2,1101583000000.00,6964227000000.00,2241333000000.00,1991,7363659000000.00,4722894000000.00,12573719450400.00
GJTL,2011,0.02141,3,683629000000.00,11554143000000.00,7123318000000.00,1951,11841396000000.00,4430825000000.00,10454400000000.00
IMAS,2011,0.02636,1,970891708091.00,12913941646042.00,7829760170144.00,1997,15776580286659.00,5084181475898.00,8848890918400.00
INDS,2011,0.00715,1,120415120240.00,1139715256754.00,507466203524.00,1978,1234986291420.00,632249053230.00,525600000000.00
LPIN,2011,0.01193,3,11319403810.00,157371466252.00,39115701463.00,1982,62958088306.00,118255764789.00,45156250000.00
HDTX,2011,0.00936,5,17285049940.00,1013575088112.00,448340225267.00,1973,1016881448518.00,565234862845.00,291188490000.00
MYTX,2011,0.03897,1,-120520153274.00,1848394822216.00,1784606616024.00,1987,0.00,63788206192.00,549999966375.00
RICY,2011,0.00717,2,12209645239.00,642094672040.00,291842821653.00,1987,616394673133.00,350251850387.00,118076021840.00
SSTM,2011,0.03236,3,-24097995553.00,843450156961.00,544374697261.00,1972,403181559300.00,299075459700.00,210763652580.00
STAR,2011,0.01791,1,2589293977.00,718569181860.00,230235127158.00,2008,220333781433.00,488334054702.00,388800000000.00
TRIS,2011,0.00000,2,27630711855.00,237957245281.00,0.00,2004,470116723006.00,0.00,0.00
UNIT,2011,0.00238,3,2332444935.00,234926921566.00,64730300526.00,1988,103226308264.00,240072679898.00,22626660000.00
BATA,2011,0.00981,3,56615123000.00,516649305000.00,162169217000.00,1931,678591535000.00,354480088000.00,7150000000.00
BIMA,2011,0.05393,2,2436791765.00,91525902735.00,281967282448.00,1988,184387175932.00,-190441379713.00,77400000000.00
AISA,2011,0.00728,2,149951000000.00,3590309000000.00,1757492000000.00,1990,1752802000000.00,1832817000000.00,1446687000000.00
ALTO,2011,0.00000,1,0.00,0.00,0.00,1997,0.00,0.00,0.00
CEKA,2011,0.04161,3,96305943766.00,823360918368.00,418302169536.00,1968,1238169022036.00,405058748832.00,141312500000.00
DLTA,2011,0.02593,3,151715042000.00,696166676000.00,123231249000.00,1970,564051178000.00,572935427000.00,1785469681500.00
ICBP,2011,0.06412,3,2066365000000.00,15222857000000.00,4513084000000.00,2009,19367155000000.00,10709773000000.00,30320960800000.00
INDF,2011,0.02109,2,4891673000000.00,53585933000000.00,21975708000000.00,1990,45332256000000.00,31610225000000.00,40389961900000.00
MLBI,2011,0.03694,3,507382000000.00,1220813000000.00,690545000000.00,1929,1858750000000.00,530268000000.00,75641300000000.00
MYOR,2011,0.02268,1,483486152677.00,6599845533328.00,4175176240894.00,1977,9453865992878.00,2424669292434.00,9363056976000.00
PSDN,2011,0.03450,3,13858490558.00,421366403319.00,215077297281.00,1974,1246290753836.00,206289106038.00,446400000000.00
ROTI,2011,0.04401,2,71703883412.00,759136918500.00,399514613543.00,1995,559971829490.00,614134937516.00,673219400000.00
SKBM,2011,0.00000,2,7563145189.00,191336088495.00,0.00,1973,650044284549.00,0.00,0.00
SKLT,2011,0.02300,3,5967790919.00,214237879424.00,91337531247.00,1976,344435729830.00,122900348177.00,96703670000.00
STTP,2011,0.01493,2,42675154847.00,934765927864.00,444700771028.00,1987,1027683999319.00,490065156836.00,903900000000.00
ULTJ,2011,0.00913,3,101323273593.00,2179181979434.00,776735279582.00,1971,2102383741532.00,1402446699852.00,3119452560000.00
GGRM,2011,0.00462,1,4958102000000.00,39088705000000.00,14537777000000.00,1971,41884352000000.00,24550928000000.00,119389660400000.00
HMSP,2011,0.06830,3,8064426000000.00,19376343000000.00,9174554000000.00,1963,52856708000000.00,10201789000000.00,169696611000000.00
RMBA,2011,0.02352,3,305997000000.00,6333957000000.00,4086673000000.00,1987,10070175000000.00,2247284000000.00,5719603950000.00
WIIM,2011,0.00000,2,129537165558.00,741062811864.00,0.00,1994,925236734794.00,0.00,0.00
DVLA,2011,0.02205,3,120915340000.00,922945318000.00,195027928000.00,1976,899632048000.00,727917390000.00,1288000000000.00
INAF,2011,0.01511,3,36919316551.00,1114901669774.00,505707835106.00,1996,1203466980652.00,609193834668.00,505180602500.00
KAEF,2011,0.02933,3,171763175754.00,1794242423105.00,541736739279.00,1971,3481166441259.00,1252505683826.00,1888360000000.00
KLBF,2011,0.02320,3,1522956820292.00,8274554112840.00,1758619054414.00,1966,10911860141523.00,6515935058426.00,6906089806960.00
MERK,2011,0.06120,5,231158647000.00,584388578000.00,90206868000.00,1970,918532462000.00,494181710000.00,2968000000000.00
PYFA,2011,0.00308,2,5172045680.00,118033602852.00,35636351337.00,1976,151094461045.00,82397251515.00,94174080000.00
SIDO,2011,0.00000,3,0.00,0.00,0.00,1975,0.00,0.00,0.00
TSPC,2011,0.01548,3,586362346430.00,4250374395321.00,1204438648313.00,1970,5780664117037.00,3045935747008.00,11475000000000.00
ADES,2011,0.00793,5,25868000000.00,316048000000.00,190302000000.00,1985,299409000000.00,125746000000.00,595795768000.00
MBTO,2011,0.01782,4,42659406355.00,541673841000.00,141131522256.00,1977,648375230795.00,400542318744.00,438700000000.00
MRAT,2011,0.00433,3,27867834532.00,422493037089.00,64063972371.00,1978,406315784681.00,358429064718.00,214000000000.00
TCID,2011,0.00091,3,140038819641.00,1130865062422.00,110452261687.00,1969,1654671098358.00,1020412800735.00,1548213335900.00
UNVR,2011,0.00873,3,4164304000000.00,10482312000000.00,6801375000000.00,1933,23469218000000.00,3680937000000.00,143444000000000.00
KICI,2011,0.05076,1,356739464.00,87419114499.00,23121512108.00,1974,87517382578.00,64297602391.00,24840000000.00
LMPI,2011,0.00000,1,5424322790.00,685895619326.00,0.00,1972,502196982451.00,0.00,0.00
